OR,OT
"MUNICIPAL ORDINANCE NO. 37, s-1990","“AN ORDINANCE AMENDING SECTION III OF MUNICIPAL ORDINANCE NO. 21, s-1990”."
"MUNICIPAL ORDINANCE NO. 36, s-1990","“AN ORDINANCE REQUIRING TRICYCLE/MOTORELA DRIVERS TO UNDERGO A SEMINAR ON PUBLIC SERVICE AND PUBLIC RELATIONS, TRAFFIC RULES AND REGULATIONS, AN ORDINANCE AFFECTING THEM, AND REQUIRING THEM TO FORM OR JOIN ANY TRICYCLES DRIVERS’ ASSOCIATION OF THEIR CHOICE”."
"MUNICIPAL ORDINANCE NO. 25, s-1990",“AN ORDINANCE DELCARING A ONE WAY TRAFFIC FROM THE CORNER OF RIZAL AND BONIFACIO STREETS UP TO TH E JUNCTION OF RIZAL AND SOBRECAREY STREETS AND PROVIDING PENALTIES FOR VIOLATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 30, s-1990","“AN ORDINANCE AMENDING SECTION 3, OF MUNICIPAL ORDINANCE NO. 13, SERIES OF 1990 IN SUCH MANNER AS PROVIDED FOR HEREIN”."
"MUNICIPAL ORDINANCE NO. 21, s-1990",“AN ORDINANCE IMPOSING TAX ON ALL BUSINESS ESTABLISHMENTS/PLANTS USING CYANIDE IN THE PROCESSING OF GOLD AND PROVIDING PENALTIES FOR VIOLATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 22, s-1990",“AN ORDINANCE CREATING TASK FORCE “TREE PROTECTION” TO SAFEGUARD ALL PLANTED FOREST/FRUIT TREES WITHIN THE MUNICIPALITY OF TAGUM TO ASSUME ITS GROWTH AND DEVELOPMENT”.
"MUNICIPAL ORDINANCE NO. 23, s-1990","“AN ORDINANCE PROHIBITING THE PLACING, PASTING AND/OR THROWING OF ANY KIND OF PROPAGANDA/ADVERTISEMENT MATERIALS ON ANY PORTION OF THE PUBLIC ROADS AND PUBLIC PLACES WITHIN THE TERRITORIAL JURISDICTION OF THE MUNICIPALITY OF TAGUM AND PROVIDING PENALTY FOR VIOLATIONS THEREOF”."
"MUNICIPAL ORDINANCE NO. 17, s-1990",“AN ORDINANCE REGULATING THE DISPLAY OF STREAMERS WITHIN THE TERRITORIAL JURISDICTION OF THE MUNICIPALITY OF TAGUM”.
"MUNICIPAL ORDINANCE NO. 20, s-1990","“AN ORDINANCE PROHIBITING THE CONSTRUCTION OR PLACING OF OBSTACLES OR ENCROACHMENTS ON THE SIDEWALKS OF ALL MUNICIPAL ROADS/ STREETS, ALLEYS, PLAZA, PARKS, BRIDGES, AND ALL OTHER PUBLIC PLACES WITHIN THE TERRITORIAL JURISDICTION OF THE MUNICIPALITY OF TAGUM AND PROVIDING PENALTY FOR VIOLATION THEREOF”."
"MUNICIPAL ORDINANCE NO. 19, s-1990","“AN ORDINANCE URGING ALL BARANGAYS IN THE MUNICIPALITY OF TAGUM TO IDENTIFY AND SET ASIDE AN AREA OF TEN THOUSAND (10,000) SQUARE METERS FOR THE CREATION OF MIXED FOREST PARK IN THEIR RESPECTIVE AREAS”"
"MUNICIPAL ORDINANCE NO. 19, s-1990","“AN ORDINANCE URGING ALL BARANGAYS IN THE MUNICIPALITY OF TAGUM TO IDENTIFY AND SET ASIDE AN AREA OF TEN THOUSAND (10,000) SQUARE METERS FOR THE CREATION OF MIXED FOREST PARK IN THEIR RESPECTIVE AREAS”."
"MUNICIPAL ORDINANCE NO. 15, s-1990","“AN ORDINANCE AMENDING MUNICIPAL ORDINANCE NO. 35, s-1989 ENTITLED “AN ORDINANCE PROHIBITING THE DESTRUCTION OF ANY TOMB AT THE TAGUM MUNICIPAL CEMETERY OR THE REMOVAL OF ANY SKELETAL REMAINS THEREAT AND IMPOSING PENALTIES FOR VIOLATION THEREOF”."
"MUNICIPAL ORDINANCE NO. 16, s-1990",“AN ORDINANCE CREATING THE MUNICIPALITY OF TAGUM TRAFFIC COMMISSION”.
"MUNICIPAL ORDINANCE NO. 12, s-1990","“AN ORDINANCE REQUIRING ALL INDIVIDUALS OR GROUP/ORGANIZATION SOLICITATIONS, RAFFLE, BENEFIT SHOWS, BINGO SOCIALS, AND OTHER SIMILAR ACTIVITIES TO SECURE A MAYOR’S PERMIT”."
"MUNICIPAL ORDINANCE NO. 06, s-1990",“AN ORDINANCE ESTABLISHING A SCHOLARSHIP FUND IN THE MUNICIPALITY OF TAGUM TO FINANCE THE SCHOLARSHIP OF POOR BUT DESERVING STUDENTS AND PROVIDING REGULATIONS FOR THE IMPLEMENTATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 10, s-1990",“AN ORDINANCE REQUIRING ALL FOREIGN OR DOMESTIC EMPLOYMENT RECRUITMENT AGENCIES OPERATING IN TAGUM TO SECURE A MAYOR’S PERMIT AND MUNICIPAL LICENSE”.
"MUNICIPAL ORDINANCE NO. 11, s-1990","“AN ORDINANCE PROHIBITING THE MAKING OR PRODUCING OF CHARCOAL WITHIN THE DISTANCE OF FIFTY (50) METERS FROM PUBLIC ROADS, HIGHWAYS AND COMMERCIAL RESIDENTIAL HOUSES NOT OWNED BY THE MANUFACTURER/PRODUCER AND PROVIDING PENALTIES THEREOF”."
"MUNICIPAL ORDINANCE NO. 03, S-1990",“AN ORDINANCE REGULATING THE SPEED LIMIT OF MOTOR VEHICLES ENTERING OR PASSING THE AREA OF THE POBLACION OF TAGUM AND PROVIDING PENALTY FOR VIOLATIONS THEREOF”.
"MUNICIPAL ORDINANCE NO. 08, s-1990",“AN ORDINANCE REGULATING THE OPERATION AND/OR MAINTENANCE OF THEATRES OR MOVIEHOUSES IN THE MUNICIPALITY OF TAGUM AND PROVIDING PENALTY FOR VIOLATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 08, s-1990",“AN ORDINANCE REGULATING THE OPERATION AND/OR MAINTENANCE OF THEATRES OR MOVIEHOUSES IN THE MUNICIPALITY OF TAGUM AND PROVIDING PENALTY FOR VIOLATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 05, S-1990","“ AN ORDINANCE REQUIRING DEALERS, REFILLERS AND SUB-CONTRACTORS OF FIRE EXTINGUISHERS TO SUBMIT QUARTERLY REPORTS TO TAGUM FIRE DEPARTMENT AND TO THE DEPARTMENT OF TRADE AND INDUSTRY, TAGUM, DAVAO AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF.”"
"MUNICIPAL ORDINANCE NO. 04, s-1990","“AN ORDINANCE NAMING THE ROAD STARTING FROM THE AGUSAN-DAVAO NATIONAL HIGHWAY GOING/LEADING TOWARDS BRIZ DISTRICT, THIS TOWN AS RICARDO BRIZ STREET IN HONOR AND MEMORY OF THE LATE CEBUANO PIONEER RICARDO BRIZ”."
"MUNICIPAL ORDINANCE NO. 01, s-1990",“AN ORDINANCE DECLARING THE STREETS SURROUNDING THE TAGUM MUNICIPAL PARK AND PLAZA CLOSED TO TRAFFIC FROM 4:00 O’CLOCK TO 6:00 O’CLOCK A.M. DAILY AND PROVIDING PENALTIES FOR VIOLATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 95, s-1989","“AN ORDINANCE PROHIBITING MUNICIPAL OFFICIALS AND EMPLOYEES AND OTHER GOVERNMENT EMPLOYEES WHOSE FUNCTIONS ARE RELATED TO THE ISSUANCE OF MUNICIPAL PERMITS AND LICENSES, FROM SELLING ROAD SHOW TICKETS, BENEFIT SHOW TICKETS AND RELATED FUND RAISING PARAPHERNALIA AND OTHER FORMS OF SOLICITATION”."
"MUNICIPAL ORDINANCE NO. 93, s-1989","“AN ORDINANCE REQUIRING ALL PERSONS ENGAGED IN PORTERAGE SERVICES AND THE HANDLING OF LOADING AND UNLOADING CARGOES INSIDE THE PUBLIC MARKET AND IN BUS TERMINALS TO SECURE A MAYOR’S PERMIT, POLICE CLEARANCE AND BARANGAY CLEARANCE BEFORE THEY CAN ENGAGE IN THEIR CALLING AND PROVIDING PENALTY FOR VIOLATION THEREOF”."
"MUNICIPAL ORDINANCE NO. 84, s-1989",“AN ORDINANCE REGULATING THE USE AND OPERATION OF NON-MOTORIZED TRICYCLE OTHERWISE KNOWN AS “TRISICAD” UTILIZED FOR COMMERCIAL PURPOSES TO HAUL PASSENGERS AND/OR BAGGAGES”.
"MUNICIPAL ORDINANCE NO. 88, s-1989","An ordinance on Garbage Disposal, Collection and Control and prescribing Rates of Payment therefore."
"MUNICIPAL ORDINANCE NO. 92, s-1989","“AN ORDINANCE CHANGING THE NOMENCLATURE OF THE POSITION OF SUPERVISING ACCOUNTING CLERK IN THE OFFICE OF THE MUNICIPAL TREASURER TO ACCOUNTANT I, G-11, ACCOUNTING DIVISION, MUNICIPAL TREASURER’S OFFICE, TAGUM, DAVAO”."
"MUNICIPAL ORDINANCE NO. 91, s-1989",“AN ORDINANCE GRANTING EXEMPTION TO PIONEERING MANUFACTURING ESTABLISHMENTS WITH A CAPITALIZATION OF NOT LESS THAN ONE (1) MILLION PESOS FROM PAYMENT OF MUNICIPAL LICENSES FOR A PERIOD OF THREE (3) YEARS TO TAKE EFFECT ON THE DATE THEIR OPERATION WILL COMMENCE AT THE MUNICIPALITY OF TAGUM”.
"MUNICIPAL ORDINANCE NO. 80, s-1989","“AN ORDINANCE OBLIGING OWNERS, OPERATORS AND/OR MANAGERS OF BUSINESS ESTABLISHMENTS AND ALL HOUSEHOLD HEADS WITHIN THIS MUNICIPALITY TO POSSESS AT LEAST ONE GARBAGE BAG/SACK/CONTAINER OR ANY DISPOSABLE GARBAGE”."
"MUNICIPAL ORDINANCE NO. 89, S-1989","“ AN ORDINANCE AMENDING PARAGRAPH 2, SECTION II, CHAPTER I TITLE TWO OF MUNICIPAL ORDINANCE NO. 49 OF THE MUNICIPALTIY OF TAGUM, DAVAO.”"
"MUNICIPAL ORDINANCE NO. 81, s-1989","“AN ORDINANCE DECLARING BARET ISLAND, BARANGAY MADAUM, THIS MUNICIPALITY AS THE MUNICIPAL TOURIST RESORT OF TAGUM, DAVAO”."
"MUNICIPAL ORDINANCE NO. 82, s-1989","“AN ORDINANCE REGULATING THE FLOW OF TRAFFIC AT THE INTERSECTIONS/JUNCTIONS OF QUEZON STREET, PIONEER AVENUE AND QUIRANTE DOS STREET, THIS MUNICIPALITY AND IMPOSING PENALTIES FOR VIOLATIONS THEREOF”."
"MUNICIPAL ORDINANCE NO. 77, s-1989","“AN ORDINANCE DECLARING A PORTION OF JOSE RIZAL STREET, TAGUM, DAVAO A ONE-WAY STREET EVERY SUNDAY, GOOD FRIDAY, TOWN FIESTA DAY, CHRISTMAS DAY, NEW YEAR’S DAY FROM FIVE O’CLOCK TO TEN O’CLOCK IN THE MORNING (5:00 – 10:00 A.M.) AND FOUR O’CLOCK TO EIGHT O’CLOCK IN THE EVENING (4:00 – 8:00 P.M.) AND PROVIDING PENALTIES continue reading : MUNICIPAL ORDINANCE NO. 77, s-1989"
"MUNICIPAL ORDINANCE NO. 79, s-1989",“AN ORDINANCE NAMING THE ROAD PARALLEL TO AND BETWEEN SOBRECAREY AND BONIFACIO STREETS AS POLICE SERGEANT ROLAND C. SUELLO ROAD IN HONOR OF THE LATE POLICE SERGEANT ROLANDO C. SUELLO”.
"MUNICIPAL ORDINANCE NO. 75, s-1989","“AN ORDINANCE AMENDING MUNICIPAL ORDINANCE NO. 34, s-1989 OTHERWISE KNOWN AS AN “ORDINANCE PROHIBITING PERSONS FROM SMOKING INSIDE MOVIEHOUSES AND/OR THEATERS WHEN SEEING A MOVIE, IN ENCLOSED JOINTS, OFFICES, INSIDE PRIVATE/PUBLIC SCHOOL ROOMS, INSIDE GYMNASIUMS AND/OR CULTURAL CENTERS, IN ENCLOSED PRIVATE/PUBLIC SUPERMARKETS, SUPERSTORES AND/OR ESTABLISHMENTS AND ALL PUBLIC UTILITY VEHICLES WHILE IN MOTION/SOLICITING PASSENGERS IN continue reading : MUNICIPAL ORDINANCE NO. 75, s-1989"
"MUNICIPAL ORDINANCE NO. 76, s-1989",“AN ORDINANCE REQUIRING THE BURIAL WITHIN THE PRESCRIBED PERIOD OF DEAD HUMAN CORPSE FROM DATE OF DEATH IN PUBLIC CEMETERIES OR OTHER AUTHORIZED MEMORIAL PARKS”.
"MUNICIPAL ORDINANCE NO. 73, s-1989",“AN ORDINANCE MANDATING ALL OWNERS/OPERATORS OF ALL MOVIEHOUSES/CINEMAS TO SHOW A CINE SLIDE ABOUT ANTI-DRUG ABUSE IN EVERY INTERMISSION OF ITS FULL SHOW AND IMPOSING PENALTIES FOR VIOLATIONS THEREOF”.
"MUNICIPAL ORDINANCE NO. 71, s-1989",“AN ORDINANCE IMPOSING AN ANNUAL PERMIT FEE ON SIDECARS OF BICYCLES”.
"MUNICIPAL ORDINANCE NO. 68, s-1989",“AN ORDINANCE REQUIRING ALL NON-PROFIT RELIGIOUS AND NON-RELIGIOUS CORPORATIONS REGISTERED OR NOT WITH THE SECURITIES AND EXCHANGE COMMISSION (SEC) OPERATING WITHIN THE MUNICIPAL GOVERNMENT OF TAGUM TO SECURE A MUNICIPAL MAYOR’S PERMIT”.
"MUNICIPAL ORDINANCE NO. 63, S-1989","AN ORDINANCE PRESCRIBING THE REGISTRATION AND ISSUANCE OF CERTIFICATE OF OCCUPANCY TO NON-AWARDEE VENDORS IN THE PUBLIC MARKET, WHO ARE ACTUAL STALL OCCUPANTS, AND ACTUALLY DOING BUSINESS THEREIN AND HAVE OBTAINED POSSESSION OF THE STALL, BOOTH, BLOCK TIENDAS OR SPACE THRU PRIVATE AGREEMENTS WITH ORIGINAL LESSEES WHO ARE NOW DEAD OR HAD ABANDONED THE STALLS continue reading : MUNICIPAL ORDINANCE NO. 63, S-1989"
"MUNICIPAL ORDINANCE NO. 65, S-1989","“ AN ORDINANCE IMPOSING A FINE OR PENALTY TO ANY INDIVIDUAL OR PERSONS WHO USES A DEFECTIVE WEIGHING SCALE IN SELLING THEIR WARES LIKE FRESH FISH, MEAT, DRIED AND SALTED FISH, VEGETABLES, FRUITS, RICE, CORN GRITS AND ALL OTHER KINDS OF ITEMS SOLD TO THE PUBLIC THROUGH THE USE OF A METRIC SYSTEM.”"
"MUNICIPAL ORDINANCE NO. 49, s-1989",“AN ORDINANCE ESTABLISHING THE GUIDELINES IN THE ORGANIZATION OF PUROKS”.
"MUNICIPAL ORDINANCE NO. 61, s-1989","“AN ORDINANCE DECLARING THE LANDS STARTING FROM THE FOOT OF HIJO BRIDGE AT BARANGAY APOKON UP TO BARANGAY PANDAPAN, THIS TOWN WITH A WIDTH DISTANCE OF TWO HUNDRED (200) METERS WIDE FROM THE BANKS OF HIJO RIVER AS THE MUNICIPALITY’S HIGHLY POLLUTIVE INDUSTRIAL ZONE BEST SUITED FOR MINERAL PROCESSING INDUSTRIES”."
"MUNICIPAL ORDINANCE NO. 56, s-1989","“AN ORDINANCE PROHIBITING THE CARRYING OF FIREARMS AND OTHER DEADLY WEAPONS INSIDE RESTAURANTS, BEER HOUSES, NIGHT CLUBS, DISCO HOUSES, CABARETS, COCKPITS, BOWLING ALLEYS, BILLIARD HALLS AND OTHER FUN HOUSES SERVING BEER AND LIQUOR AND IMPOSING PENALTIES FOR VIOLATION THEREOF”."
"MUNICIPAL ORDINANCE NO. 51, s-1989","“AN ORDINANCE REPEALING MUNICIPAL ORDINANCE NO. 04, SERIES OF 1972 OF THIS MUNICIPALITY”."
"MUNICIPAL ORDINANCE NO. 53, s-1989","“AN ORDINANCE AMENDING SECTION 3 OF MUNICIPAL ORDINANCE NO. 21, s-1988 OF THIS MUNICIPALITY”."
"MUNICIPAL ORDINANCE NO. 54, s-1989","“AN ORDINANCE DECLARING THE DAYS BETWEEN JUNE 23, 1989 ARAW NG TAGUM AND JULY 1, 1989 ARAW NG DAVAO AND EVERY YEAR THEREAFTER AS TOURISM WEEK OF THE MUNICIPALITY OF TAGUM, DAVAO”."
"MUNICIPAL ORDINANCE NO. 42, s-1989","“AN ORDINANCE NAMING THE ROAD FROM THE MELENDRES COMPOUND GOING TOWARDS SITIO TIPAS, TAGUM, DAVAO AS “MAYOR GAUDENCIO MELENDRES STREET” IN HONOR AND MEMORY OF THE LATE FORMER MAYOR OF TAGUM”."
"MUNICIPAL ORDINANCE NO. 41, s-1989","“AN ORDINANCE NAMING THE ROAD 2ND AVENUE, FROM SOBRECAREY STREET TO MISA DISTRICT, THIS TOWN AS “HERMINIGILDO C. BALOYO STREET” IN HONOR AND MEMORY OF THE LATE FORMER MAYOR OF TAGUM, DAVAO”."
"MUNICIPAL ORDINANCE NO. 34, s-1989","“AN ORDINANCE PROHIBITING PERSONS FROM SMOKING INSIDE MOVIEHOUSES AND/OR THEATERS WHEN SEEING A MOVIE, IN ENCLOSED JOINTS, OFFICES, INSIDE PRIVATE/PUBLIC SCHOOL ROOMS, INSIDE GYMNASIUMS AND/OR CULTURAL CENTERS, IN ENCLOSED PRIVATE/PUBLIC SUPERMARKETS, SUPERSTORES AND/OR ESTABLISHMENTS AND ALL PUBLIC UTILITY VEHICLES WHILE IN MOTION/SOLICITING PASSENGERS IN THE MUNICIPALITY OF TAGUM, DAVAO AND PROVIDING PENALTIES FOR VIOLATIONS THEREOF”."
"MUNICIPAL ORDINANCE NO. 48, s-1989",“AN ORDINANCE DECLARING SANGGUNIANG BARANGAY RESOLUTIONS AND ORDINANCES NOT REVIEWED AND CONFIRMED BY THE SANGGUNIANG BAYAN AS INVALID AND INOPERATIVE”.
"MUNICIPAL ORDINANCE NO. 35, s-1989","“AN ORDINANCE PROHIBITING THE DESTRUCTION OF ANY TOMB AT THE TAGUM MUNICIPAL CEMETERY OR THE REMOVAL OF ANY SKELETAL REMAINS THEREAT, AND IMPOSING PENALTIES FOR VIOLATION THEREAT”."
"MUNICIPAL ORDINANCE NO. 43, s-1989","“ AN ORDINANCE PROHIBITING THE DISPOSAL OF GARBAGE AND WASTE MATERIALS INTO OPEN PUBLIC CANALS, CREEKS, AND RIVERBANKS AND PROVIDING PENALTIES FOR VIOLATION THEREOF”"
"MUNICIPAL ORDINANCE NO. 46, s-1989","“AN ORDINANCE REQUIRING OWNERS OF RESIDENTIAL HOUSES, COMMERCIAL BUILDINGS AND ALL OTHER ESTABLISHMENTS IN THE DIFFERENT ZONES OF THE POBLACION AND BARANGAYS OF TAGUM, DAVAO TO POST/INSTALL A HOUSE PLATE NUMBER IN CONSPICUOUS AND STRATEGIC PORTIONS OF THE BUILDING FOR EASY IDENTIFICATION AND OTHER PURPOSES”."
"MUNICIPAL ORDINANCE NO. 39, s-1989","“AN ORDINANCE PROHIBITING THE COMISSION OF CERTAIN ACTS OFFENSIVE TO PUBLIC VIEW, MORALE AND DECENCY AND IMPOSING PENALTY FOR VIOLATION THEREOF”."
"MUNICIPAL ORDINANCE NO. 36, S- 1989","“AN ORDINANCE PROHIBITING THE OPERATION OF SMALL TOWN LOTTERY OTHERWISE KNOWN AS “LOTTO” ANYWHERE WITHIN THE TERRITORIAL JURISDICTION OF THE MUNICIPALITY OF TAGUM, DAVAO”."
"MUNICIPAL ORDINANCE NO. 42B, S-1989","“ AN ORDINANCE AMENDING SECTION 2 OF MUNICIPAL ORDINANCE NO. 13, SERIES OF 1988 BY SUBSTITUTION .”"
"MUNICIPAL ORDINANCE NO. 38, s-1989","“AN ORDINANCE RENAMING 3RD AVENUE, MISA DISTRICT, THE ROAD FROM SOBRECAREY STREET LEADING TOWARDS TEACHERS’ VILLAGE, TAGUM, DAVAO AS “HERMOGENES A. MISA STREET”, IN HONOR OF THE LATE FORMER MUNICIPAL COUNCILOR”."
"MUNICIPAL ORDINANCE NO. 29, s-1989","“AN ORDINANCE AMENDING SECTIONS 2 AND 3 OF MUNICIPAL ORDINANCE NO. 26, SERIES OF 1988”."
"MUNICIPAL ORDINANCE NO. 27, s-1989","“AN ORDINANCE AMENDING MUNICIPAL ORDINANCE NO. 02, SERIES OF 1988 OF THE SANGGUNIANG BAYAN OF TAGUM, THIS MUNICIPALITY”."
"MUNICIPAL ORDINANCE NO. 25, s-1988","AN ORDINANCE AMENDING ARTICLE F, CHAPTER IV OF THE MUNICIPAL REVENUE CODE INCREASING THE ANNUAL GARBAGE FEE OF EVERY OWNER OR PROPRIETOR OF ALL BUSINESS ASTABLISHMENT IN THE MUNICIPALITY OF TAGUM AND IMPOSING PENALTIES FOR VIOLATIONS THEREOF."
"MUNICIPAL ORDINANCE NO. 24, s-1988","“AN ORDINANCE AMENDING THE ZONING ORDINANCE OF THE MUICIPALITY OF TAGUM BY DECLARING AS RESIDENTIAL ZONE THE AREAS WITHIN A FIVE (5) KILOMETER RADIUS FROM THE MAGUGPO CROSSING POBLACION, TAGUM, DAVAO CONVERTING FOR THE PURPOSE THE EXISTING AGRICULTURAL INTO RESIDENTIAL THE AREAS WITHIN THE SAID RADIUS”."
"MUNICIPAL ORDINANCE NO. 22, s-1988",“AN ORDINANCE DECLARING THE FORESHORE AREA EXTENDING FROM BUHATAN RIVER TO CABUGCABUGAN OR BARANGAY BUSAON AS MUNICIPAL BEACH RESORT”.
"MUNICIPAL ORDINANCE NO. 20, s-1988","“AN ORDINANCE PROHIBITING MINORS FROM ENTERING INSIDE BARS, NIGHT SPOTS AND FUN HOUSES AND PROVIDING PENALTIES THEREOF”."
"MUNICIPAL ORDINANCE NO. 18, s-1988","“AN ORDINANCE AMENDING SECTION 1 OF MUNICIPAL ORDINANCE NO. 13, SERIES OF 1987”."
"MUNICIPAL ORDINANCE NO. 17, s-1988","“AN ORDINANCE IMPOSING A SERVICE/INSPECTION FEE PER HEAD FOR ALL LARGE CATTLE, HOG, GOAT, SHEEP AND POULTRY/ FOWL TO BE SLAUGHTERED/BUTCHERED AT THE MUNICIPAL ABBATOIR/SLAUGHTERHOUSE”."
"MUNICIPAL ORDINANCE NO. 19, s-1988","“AN ORDINANCE AMENDING SECTION 1, SECTION 1a, 1b and 1c of Municipal Ordinance No. 26 series of 1987”."
"MUNICIPAL ORDINANCE NO. 16, s-1988","“AN ORDINANCE INCREASING THE SLAUGHTER AND CORRAL FEE FOR EVERY LARGE CATTLE, HOG, GOAT, SHEEP AND POULTRY SLAUGHTERED/BUTCHERED AT THE MUNICIPAL ABBATOIR”."
"MUNICIPAL ORDINANCE NO. 01, s-1988","“AN ORDINANCE REGULATING THE VOLUME OF SOUND AND MUSIC GENERATED FROM INSTALLED JUKE BOXES, MINUS ONE MACHINES, PUBLIC ADDRESS SYSTEM, LIVE BAND AND COMBO MUSIC IN DISCO HOUSES, BEER GARDENS, COCKTAIL LOUNGES, AND OTHER SIMILAR BUSINESS ESTABLISHMENTS”."
"MUNICIPAL ORDINANCE NO. 11, s-1988","“AN ORDINANCE REQUIRING PRIVATE PERSONS, CORPORATIONS, OR ANY ESTABLISHMENTS WITHIN THE TERRITORIAL JURISDICTION OF THE MUNICIPALITY OF TAGUM APPLYING FOR A BUSINESS PERMIT TO SUBMIT FIRST THEIR ANNUAL LIST OF NAMES OF ALL THEIR EMPLOYEES WHO ARE COVERED WITH OCCUPATIONAL TAX INDICATING THEREIN PERTINENT DATA AS TO CORRESPONDING DESIGNATION OR POSITION AND THEIR PROFESSION OR continue reading : MUNICIPAL ORDINANCE NO. 11, s-1988"
"MUNICIPAL ORDINANCE NO. 09, S-1988",“AN ORDINANCE PROHIBITING THE ENTRY OF FROZEN MEAT IN THE TAGUM PUBLIC MARKET AND PROVIDING PENALTIES FOR VIOLATION THEREOF”.
"MUNICIPAL ORDINANCE NO. 08, S-1988",“AN ORDINANCE AUTHORIZING THE CONSTRUCTION OF TEMPORARY STALLS/TABLES FOR VENDORS WHO WILL BE TEMPORARILY ALLOWED TO SELL THEIR WARES PROVIDED THEY PAY THEIR DAILY ARCABALA OF P 5.00 PER STALLS/TABLES”.
"MUNICIPAL ORDINANCE NO. 31, S-1988","AN ORDINANCE CREATING THE POSITION OF A MUNICIPAL PARK AND PLAZA ADMINISTRATOR, THIS MUNICIPALITY WHO WILL SERVE EVERY TWO YEARS ON A VOLUNTARY STATUS BUT SHALL BE GRANTED HONORARIUM AS A TOKEN OF SINCERE ACKNOWLEDGMENT OF WHATEVER VALUABLE SERVICES RENDERED."
"MUNICIPAL ORDINANCE NO. 21, s-1988",“AN ORDINANCE IMPOSING AN ANNUAL MUNICIPAL PERMIT FEE OF SEVENTY (P70.00) PESOS FOR EVERY TRICYCLE AND MOTOROLLA FOR HIRE OPERATING WITHIN THE TERRITORIAL JURISDICTION OF THE MUNICIPALITY OF TAGUM AND PROVIDING PENALTIES THEREOF”.
"MUNICIPAL ORDINANCE NO. 10, s-1987","“AN ORDINANCE IMPOSING FIVE HUNDRED (P500.00) PESOS MUNICIPAL LICENSE FEES PER ANNUM ON ALL OPERATORS/OWNERS OF TRUCK WEIGHING SCALES WHO ARE COLLECTING FEES FOR THE WEIGHING OF TRUCKS, JEEPS AND OTHER FOUR (4) WHEELED MOTOR VEHICLES”."
"MUNICIPAL ORDINANCE NO. 13, s-1987",“AN ORDINANCE IMPOSING A MUNICIPAL PERMIT FEE FOR APPROVED SPECIAL COCKFIGHTING HELD AND CONDUCTED IN DULY AUTHORIZED COCKPIT”.
"MUNICIPAL ORDINANCE NO. 05, s-1987",“AN ORDINANCE IMPOSING AN ANNUAL MUNICIPAL LICENSE TAX TO VIDEO TAPE LESSORS AND VIDEO COVERAGE SERVICES OPERATORS”.
"MUNICIPAL ORDINANCE 01, s-1987","“AN ORDINANCE CREATING AND DESIGNATING UPPER MAGDUM AS THE INDUSTRIAL ZONE FOR HIGHLY POLLUTIVE, HIGHLY HAZARDOUS INDUSTRIES, INCLUDING GOLD PROCESSING”."
"MUNICIPAL ORDINANCE NO. 08, s-1987",“AN ORDINANCE REGULATING THE OPERATION OF MOTORCAB (MCH) PARKING AREAS AND PROVIDING THE MECHANICS FOR ITS OPERATION”.
"MUNICIPAL ORDINANCE NO. 06, 1987","“AN ORDINANCE TO REGULATE AND MONITOR THE TRAFFIC, SALES, PEDDLING, HANDLING, USE AND DISPOSAL OF MERCURY AND PROVIDING PENALTIES FOR VIOLATION THEREOF”."
"MUNICIPAL ORDINANCE NO. 26, s-1987",“AN ORDINANCE INCREASING THE RENTAL OF STALLS AND MARKET SPACES WITHIN THE MARKET PREMISES”.
"Municipal Ordinance No. 25, s- 1987","An ordinance imposing Ten Pesos (P10.00) service fee for service rendered by the Municipality thru its agents including the issuance of clearances, certifications, oaths of office and papers/documents subscribed and sworn to before any officer of the Municipality of Tagum who is authorized to administer oaths."
"MUNICIPAL ORDINANCE NO. 25, s-1986","“AN ORDINANCE IMPOSING TEN (P10.00) PESOS SERVICE FEE FOR SERVICE RENDERED BY THE MUNICIPALITY THRU ITS AGENTS INCLUDING THE ISSUANCE OF CLEARANCES, CERTIFICATIONS, OATHS OF OFFICE AND PAPERS/DOCUMENTS SUBSCRIBED AND SWORN TO BEFORE ANY OFFICER OF THE MUNICIPALITY OF TAGUM WHO IS AUTHORIZED TO ADMINISTER OATHS”."
"Municipal Ordinance No. 24, s-1986",An ordinance ordering the concreting and expansion of the West side portion of the bridge at Bonifacio Street as part of the market premises to accommodate vendors.
"Municipal Ordinance No. 23, s-1986",An ordinance closing the portion of Bonifacio Street bounded by Roxas Street and Pioneer Avenue temporary closed to vehicular traffic as temporary relocation site of vendors.
"Municipal Ordinance No. 22, s-1986",An ordinance declaring the unnamed Municipal Dead End Road fronting the Public Market perimeter building parallel to Quezon Street as part of Market premises for use of vendors relocated.
"Municipal Ordinance No. 21, s-1986","An ordinance declaring the portion of Roxas Street, bounded by Bonifacio and Sobrecarey Streets closed temporarily to vehicular traffic and converting the same for the temporary relocation of vendors."
"Municipal Ordinance No. 20, s-1986",An ordinance ordering the demolition of illegal extension and construction of inside the Public Market and its premises.
"Municipal Ordinance No. 16-A, s-1986",An ordinance relocating/transferring the processing of gold to the industrial zone at Barangay San Miguel and providing penalties for violation thereof.
